date,original_tripc,original_male,original_female,filtered_tripc,filtered_male,filtered_female
29/05/2018,69090,46580,16546,60753,45127,15626
30/05/2018,72321,49336,17203,64162,47766,16396
31/05/2018,55794,40102,12703,51389,39146,12243
01/06/2018,62877,42706,14242,54541,41134,13407
02/06/2018,60293,34939,14934,45748,32524,13224
03/06/2018,50045,29953,12326,39128,28058,11070
04/06/2018,58913,40193,13931,52257,39005,13252
05/06/2018,71912,49401,17390,64768,48161,16607
06/06/2018,69802,48443,16579,62997,47177,15820
07/06/2018,70483,48535,16549,62823,47154,15669
08/06/2018,72711,48235,17364,62486,46324,16162
09/06/2018,65250,36702,16600,47908,33622,14286
10/06/2018,41642,25477,9842,32650,23824,8826
11/06/2018,68078,46109,16116,59793,44593,15200
12/06/2018,76279,51833,18288,67532,50243,17289
13/06/2018,64292,45222,15150,58692,44115,14577
14/06/2018,75807,51957,17873,67040,50165,16875
15/06/2018,72422,48397,17039,62083,46298,15785
16/06/2018,63187,35796,15791,46006,32539,13467
17/06/2018,56228,31886,14134,41302,29111,12191
18/06/2018,63557,43244,14968,55954,41819,14135
19/06/2018,72170,49471,17576,64605,47941,16664
20/06/2018,74090,50704,18110,66090,48933,17157
21/06/2018,70052,47659,16793,61839,45949,15890
22/06/2018,71086,47829,16511,61232,45806,15426
23/06/2018,51031,31384,12686,40585,29154,11431
24/06/2018,55775,31828,14135,41458,29179,12279
25/06/2018,71752,48096,17142,62469,46383,16086
26/06/2018,80651,54784,19697,71655,53047,18608
27/06/2018,67698,47291,15900,60995,45882,15113
28/06/2018,50433,35373,11550,45183,34231,10952
29/06/2018,69864,46798,16453,60122,44843,15279
30/06/2018,54723,31663,13875,41119,29041,12078
01/07/2018,45266,26411,11259,34125,24298,9827
02/07/2018,58635,39859,13559,50972,38364,12608
03/07/2018,54884,37401,12923,48079,35952,12127
04/07/2018,48372,27169,11851,34456,24540,9916
05/07/2018,59476,39509,13784,50134,37513,12621
06/07/2018,49507,33662,11375,42684,32153,10531
07/07/2018,60918,33628,15498,42604,29937,12667
08/07/2018,60489,33542,15020,43073,30210,12863
09/07/2018,70067,47452,16838,61486,45685,15801
10/07/2018,72509,49910,17496,64855,48259,16596
11/07/2018,73018,50088,17703,65273,48526,16747
12/07/2018,74860,51030,18061,66147,49155,16992
13/07/2018,72121,48461,17139,62258,46348,15910
14/07/2018,62565,35669,15591,45375,32113,13262
15/07/2018,52295,30622,13318,39695,28110,11585
16/07/2018,67073,45354,15985,58562,43603,14959
17/07/2018,48497,34172,11139,44077,33386,10691
18/07/2018,75708,51734,18267,66990,49838,17152
19/07/2018,77993,53103,18630,68628,51103,17525
20/07/2018,74542,49351,17740,63454,47049,16405
21/07/2018,53655,30552,13579,39041,27540,11501
22/07/2018,44285,25972,11340,33911,24031,9880
23/07/2018,53077,36792,12177,47093,35555,11538
24/07/2018,69755,48301,16674,62361,46559,15802
25/07/2018,42990,30781,9386,38887,29886,9001
26/07/2018,71046,48792,16889,62691,46851,15840
27/07/2018,49221,33218,11338,42368,31869,10499
28/07/2018,61547,35175,15471,44462,31498,12964
29/07/2018,63480,36170,15683,45817,32596,13221
30/07/2018,69497,46706,16256,59818,44710,15108
31/07/2018,76277,51960,18310,67158,49979,17179
01/08/2018,64462,44853,15153,57805,43435,14370
02/08/2018,69705,47661,16465,61667,46032,15635
03/08/2018,61958,41939,14469,53895,40304,13591
04/08/2018,51200,29876,12399,38415,27445,10970
05/08/2018,58381,32565,14513,42162,29607,12555
06/08/2018,65677,43629,15575,56813,42149,14664
07/08/2018,64346,43868,15360,57008,42458,14550
08/08/2018,70573,47844,16863,62499,46429,16070
09/08/2018,71942,48686,17337,63336,47002,16334
10/08/2018,69599,45766,16528,58945,43720,15225
11/08/2018,36607,22618,8798,28931,21049,7882
12/08/2018,59835,34251,15192,44381,31290,13091
13/08/2018,44251,31581,9996,40153,30578,9575
14/08/2018,63686,44164,14778,56640,42634,14006
15/08/2018,73112,49447,17664,64063,47514,16549
16/08/2018,70806,47925,16839,61575,45869,15706
17/08/2018,63303,42405,15039,54406,40415,13991
18/08/2018,57278,31457,14851,40676,28249,12427
19/08/2018,45870,27921,11578,35813,25611,10202
20/08/2018,67565,45529,15955,58649,43793,14856
21/08/2018,75184,50651,17963,65423,48542,16881
22/08/2018,72602,49497,17461,63931,47557,16374
23/08/2018,73828,49923,17545,63913,47605,16308
24/08/2018,72880,48073,17273,60915,45246,15669
25/08/2018,64685,35966,16343,45753,32081,13672
26/08/2018,60953,34598,15176,43707,31067,12640
27/08/2018,67622,45936,15975,58833,43944,14889
28/08/2018,66609,45625,16194,59216,43925,15291
29/08/2018,65887,45274,15987,58729,43632,15097
30/08/2018,67877,46688,16243,60101,44911,15190
31/08/2018,58894,40096,13973,50988,37967,13021
01/09/2018,54323,30279,13375,37896,26793,11103
02/09/2018,60812,32843,16141,35432,25117,10315
03/09/2018,55052,31261,13854,38350,27352,10998
04/09/2018,68628,47090,16295,60659,45377,15282
05/09/2018,74963,51712,18181,67323,50036,17287
06/09/2018,70244,48857,16856,63241,47184,16057
07/09/2018,74582,51451,17652,66167,49433,16734
08/09/2018,58286,35543,14952,45589,32471,13118
09/09/2018,19950,13824,4715,17613,13157,4456
10/09/2018,23944,18068,5043,22611,17681,4930
11/09/2018,66536,46840,15847,60590,45431,15159
12/09/2018,53216,37722,12576,48739,36647,12092
13/09/2018,74038,51877,17713,66846,50001,16845
14/09/2018,74320,50795,17643,65051,48537,16514
15/09/2018,71190,41753,18932,53712,37634,16078
16/09/2018,69526,40413,18493,51956,36289,15667
17/09/2018,71330,49269,17190,63290,47231,16059
18/09/2018,53069,38026,12851,49507,37062,12445
19/09/2018,74360,50779,18408,65766,48563,17203
20/09/2018,76790,53244,18701,68883,51261,17622
21/09/2018,74934,51872,17963,66241,49526,16715
22/09/2018,69130,41216,18395,53027,37367,15660
23/09/2018,55493,34430,14498,44611,31812,12799
24/09/2018,71620,50146,17343,64494,48159,16335
25/09/2018,25421,18959,5530,23761,18407,5354
26/09/2018,67994,47999,16561,61759,46119,15640
27/09/2018,75358,52531,18068,67057,50211,16846
28/09/2018,57215,40734,13496,51453,38887,12566
29/09/2018,69327,41789,18491,52467,37055,15412
30/09/2018,66233,39642,17670,49657,35097,14560
01/10/2018,71378,49518,17133,62901,47131,15770
02/10/2018,73110,51034,18044,65705,48827,16878
03/10/2018,76757,53511,18981,69097,51270,17827
04/10/2018,70657,49735,16743,63312,47629,15683
05/10/2018,74515,51808,17585,65187,48944,16243
06/10/2018,57311,35855,14479,44394,32049,12345
07/10/2018,60525,36047,15633,44940,32044,12896
08/10/2018,57889,40192,13436,50287,38028,12259
09/10/2018,73713,51875,17652,66544,49949,16595
10/10/2018,76756,53508,18549,68867,51359,17508
11/10/2018,46530,33827,10514,43024,32870,10154
12/10/2018,67009,47344,15154,59333,45278,14055
13/10/2018,54328,35105,14642,39143,28765,10378
14/10/2018,53824,33604,13826,42232,30512,11720
15/10/2018,58399,42140,13468,53588,40719,12869
16/10/2018,65751,46917,15609,60102,45281,14821
17/10/2018,66902,47869,15654,61067,46150,14917
18/10/2018,60825,43738,13984,55700,42341,13359
19/10/2018,63988,44967,14728,56620,42884,13736
20/10/2018,55763,35032,13995,43998,31864,12134
21/10/2018,38760,25716,9594,32759,24075,8684
22/10/2018,57111,41116,13216,52452,39818,12634
23/10/2018,67210,48030,15692,61285,46381,14904
24/10/2018,63306,45591,14679,58205,44167,14038
25/10/2018,60762,43806,13878,55639,42367,13272
26/10/2018,59134,42449,13468,53458,40693,12765
27/10/2018,13000,9861,2622,12025,9505,2520
28/10/2018,42098,27342,10832,35396,25587,9809
29/10/2018,59205,42566,13750,54486,41373,13113
30/10/2018,64653,46277,15292,59631,44955,14676
31/10/2018,67488,47850,15953,61435,46238,15197
01/11/2018,73175,51048,17149,65193,49071,16122
02/11/2018,62925,44365,14428,56028,42511,13517
03/11/2018,48612,31422,12048,39412,28847,10565
04/11/2018,50230,31656,12945,39855,28642,11213
05/11/2018,32884,24903,6868,30862,24246,6616
06/11/2018,39672,29948,8599,36860,28708,8152
07/11/2018,67031,47747,15711,60569,45816,14753
08/11/2018,63476,45520,14845,57967,43949,14018
09/11/2018,36441,26611,8237,33661,25796,7865
10/11/2018,37464,25012,9298,31741,23333,8408
11/11/2018,36222,23909,9154,30614,22343,8271
12/11/2018,50568,36672,11493,46400,35516,10884
13/11/2018,36389,27457,7902,34563,26856,7707
14/11/2018,48923,36435,11042,46441,35695,10746
15/11/2018,24738,18693,5448,23695,18351,5344
16/11/2018,34171,25964,7029,32263,25425,6838
17/11/2018,37773,25763,9362,32919,24248,8671
18/11/2018,34190,23560,8394,30097,22317,7780
19/11/2018,53950,39589,12145,50142,38523,11619
20/11/2018,51177,37938,11463,48016,36983,11033
21/11/2018,39930,29470,8819,37190,28672,8518
22/11/2018,8718,6296,1927,7848,6035,1813
23/11/2018,15931,11533,3535,14519,11172,3347
24/11/2018,19859,13613,4710,17047,12731,4316
25/11/2018,34191,22363,8611,28689,20929,7760
26/11/2018,28819,21530,6349,27290,21104,6186
27/11/2018,49201,36646,11070,46866,36012,10854
28/11/2018,47662,35775,10564,45492,35121,10371
29/11/2018,50644,37607,11246,47855,36873,10982
30/11/2018,45389,33824,9977,42612,32958,9654
01/12/2018,37561,25556,9257,32866,24245,8621
02/12/2018,18203,13436,4034,16952,13080,3872
03/12/2018,53153,39114,12113,49908,38174,11734
04/12/2018,48285,36091,10772,46031,35490,10541
05/12/2018,46036,34423,10201,43765,33771,9994
06/12/2018,45867,34304,10050,43432,33629,9803
07/12/2018,43270,32474,9235,40754,31763,8991
08/12/2018,29555,20838,7272,26801,19958,6843
09/12/2018,27224,19114,6667,24730,18400,6330
10/12/2018,42726,32151,9156,40495,31563,8932
11/12/2018,46610,34997,10173,44312,34358,9954
12/12/2018,47036,35487,10183,44853,34873,9980
13/12/2018,40203,30619,8558,38556,30124,8432
14/12/2018,44190,32945,9556,41248,32027,9221
15/12/2018,35981,25185,8632,31955,23925,8030
16/12/2018,9746,7449,1979,9165,7226,1939
17/12/2018,44694,33791,9545,42318,33082,9236
18/12/2018,41152,31483,8586,39313,30895,8418
19/12/2018,43464,33035,9177,41289,32289,9000
20/12/2018,33580,25480,7035,31793,24895,6898
21/12/2018,23696,18343,4651,22407,17823,4584
22/12/2018,24628,17549,5689,22073,16701,5372
23/12/2018,21995,15059,5173,18948,14155,4793
24/12/2018,18741,13771,4102,17102,13196,3906
25/12/2018,11084,7060,2416,8512,6411,2101
26/12/2018,25145,18462,5089,22298,17574,4724
27/12/2018,30879,22353,6319,27239,21352,5887
28/12/2018,11921,9249,2204,10996,8855,2141
29/12/2018,28788,18565,6647,22571,16822,5749
30/12/2018,22329,14960,5183,18539,13885,4654
31/12/2018,18763,13279,4021,16401,12635,3766
01/01/2019,21962,13804,5133,16917,12540,4377
02/01/2019,37797,27937,7825,34694,27172,7522
03/01/2019,41676,31237,8903,39192,30553,8639
04/01/2019,43922,32615,9502,40839,31749,9090
05/01/2019,17432,13049,3785,16325,12639,3686
06/01/2019,31451,21819,7763,27757,20585,7172
07/01/2019,36486,27897,7611,34839,27375,7464
08/01/2019,41163,31234,8864,39387,30683,8704
09/01/2019,44338,33547,9650,42373,32907,9466
10/01/2019,38971,30182,7906,37428,29647,7781
11/01/2019,32805,25498,6508,31347,24958,6389
12/01/2019,25131,18229,5855,23225,17551,5674
13/01/2019,22752,16534,5356,21082,15948,5134
14/01/2019,34970,26783,7304,33670,26465,7205
15/01/2019,39068,29692,8398,37475,29220,8255
16/01/2019,40349,30938,8424,38828,30502,8326
17/01/2019,38956,29944,8020,37467,29542,7925
18/01/2019,34227,26344,6942,32613,25825,6788
19/01/2019,23748,16864,5632,21665,16292,5373
20/01/2019,14249,10484,3212,13248,10132,3116
21/01/2019,10291,8152,1845,9821,8000,1821
22/01/2019,28562,22133,5703,27460,21830,5630
23/01/2019,41483,31702,8719,39824,31204,8620
24/01/2019,20081,15738,3856,19287,15476,3811
25/01/2019,38813,29756,7920,37074,29275,7799
26/01/2019,26298,18861,6091,24094,18225,5869
27/01/2019,30021,20708,7292,26875,19896,6979
28/01/2019,35584,27015,7554,34123,26655,7468
29/01/2019,30928,23763,6352,29708,23428,6280
30/01/2019,25142,19711,4804,24251,19498,4753
31/01/2019,18631,14960,3299,18015,14746,3269
01/02/2019,24982,19692,4712,24058,19378,4680
02/02/2019,22002,16186,4923,20468,15658,4810
03/02/2019,31934,22248,7754,28531,21222,7309
04/02/2019,46376,34232,10261,43261,33396,9865
05/02/2019,54161,39492,12256,50090,38376,11714
06/02/2019,39215,29429,8485,37046,28790,8256
07/02/2019,43177,32646,9200,41036,32057,8979
08/02/2019,36454,27879,7378,34296,27139,7157
09/02/2019,23765,17201,5566,21853,16531,5322
10/02/2019,24131,17205,5723,22048,16560,5488
11/02/2019,38636,29363,8170,36920,28918,8002
12/02/2019,15854,12488,3024,15305,12312,2993
13/02/2019,34941,27166,6937,33550,26729,6821
14/02/2019,41650,31468,8836,39495,30850,8645
15/02/2019,46863,34932,9990,43356,33777,9579
16/02/2019,31034,21002,7434,26475,19653,6822
17/02/2019,24037,16385,5714,20616,15366,5250
18/02/2019,25827,18896,5784,23791,18279,5512
19/02/2019,34676,26520,7144,32919,25979,6940
20/02/2019,20426,15946,3959,19575,15674,3901
21/02/2019,39499,29837,8149,36970,29117,7853
22/02/2019,41794,31329,8773,38881,30396,8485
23/02/2019,31608,22138,7614,28039,20886,7153
24/02/2019,24272,17297,5754,21984,16548,5436
25/02/2019,34216,26282,6914,32595,25842,6753
26/02/2019,37516,28801,7692,35877,28301,7576
27/02/2019,36475,28088,7516,35048,27665,7383
28/02/2019,38223,29316,7850,36426,28736,7690
01/03/2019,30233,23421,5868,28659,22929,5730
02/03/2019,18001,13375,3793,16521,12879,3642
03/03/2019,23239,16218,5653,20945,15613,5332
04/03/2019,28421,21723,5582,26751,21322,5429
05/03/2019,37097,28349,7612,35293,27863,7430
06/03/2019,33279,25786,6611,31940,25441,6499
07/03/2019,35907,27750,7198,34394,27329,7065
08/03/2019,40406,30948,8104,38138,30256,7882
09/03/2019,38928,26479,9385,33178,24695,8483
10/03/2019,18897,14040,4092,17457,13534,3923
11/03/2019,52413,38744,11323,48305,37595,10710
12/03/2019,47207,35630,9966,44514,34878,9636
13/03/2019,50120,37556,10644,47016,36672,10344
14/03/2019,57466,42737,12299,53187,41469,11718
15/03/2019,57506,41665,12651,51634,39854,11780
16/03/2019,42138,28088,10235,35054,25922,9132
17/03/2019,36824,24604,9239,30809,22599,8210
18/03/2019,46532,34464,10114,42917,33307,9610
19/03/2019,52981,39049,11559,49012,37946,11066
20/03/2019,55379,40765,12156,51190,39565,11625
21/03/2019,21238,16785,3902,20265,16431,3834
22/03/2019,35463,26959,7208,33078,26162,6916
23/03/2019,37375,25711,8864,32200,24155,8045
24/03/2019,50312,31890,12880,39434,28741,10693
25/03/2019,53451,39268,11807,49193,37953,11240
26/03/2019,55414,40848,12332,51289,39558,11731
27/03/2019,54473,40185,12045,50621,39069,11552
28/03/2019,58529,42974,12924,53872,41597,12275
29/03/2019,59307,43171,13066,53573,41361,12212
30/03/2019,66662,40803,16954,49694,35954,13740
31/03/2019,32762,22618,7714,28215,21138,7077
01/04/2019,51391,38217,11107,47655,37036,10619
02/04/2019,57891,42981,12822,54182,41821,12361
03/04/2019,67911,49332,15221,61718,47447,14271
04/04/2019,66396,48480,14715,60481,46666,13815
05/04/2019,34459,26263,7074,32367,25525,6842
06/04/2019,66529,40363,16603,49881,36015,13866
07/04/2019,64709,39692,16425,48784,35240,13544
08/04/2019,70500,49835,16171,62475,47499,14976
09/04/2019,59327,43782,13056,55028,42496,12532
10/04/2019,70977,51171,16344,64534,49217,15317
11/04/2019,62414,45698,13855,57157,44075,13082
12/04/2019,57998,41959,12602,51647,39975,11672
13/04/2019,71492,42861,18533,52568,37609,14959
14/04/2019,58470,35644,15306,44138,31494,12644
15/04/2019,45654,33475,9961,41492,32101,9391
16/04/2019,63316,44765,14695,56223,42670,13553
17/04/2019,65238,46030,15055,57854,43931,13923
18/04/2019,61555,44326,13724,55258,42439,12819
19/04/2019,64933,43147,15083,52707,39623,13084
20/04/2019,36784,23476,8787,28487,21063,7424
21/04/2019,51865,30083,12710,36044,26075,9969
22/04/2019,44109,31490,9991,36309,28110,8199
23/04/2019,75434,50842,17694,62408,47009,15399
24/04/2019,77723,52662,18189,65260,49161,16099
25/04/2019,60821,42618,13490,52414,40316,12098
26/04/2019,37115,27756,7608,33831,26667,7164
27/04/2019,56434,35334,14154,42588,30972,11616
28/04/2019,41200,27848,9916,34351,25548,8803
29/04/2019,60789,43258,13940,54052,41277,12775
30/04/2019,62660,45163,14454,56800,43250,13550
01/05/2019,60897,44482,13604,55540,42711,12829
02/05/2019,68701,48317,15963,60510,45819,14691
03/05/2019,62405,44373,14259,54775,41810,12965
04/05/2019,56023,34596,14103,41937,30406,11531
05/05/2019,16169,11593,3639,14319,10935,3384
06/05/2019,69914,48764,16448,60887,45988,14899
07/05/2019,72824,50937,17475,64256,48238,16018
08/05/2019,76389,53621,18283,67370,50706,16664
09/05/2019,66681,48161,15419,60300,45939,14361
10/05/2019,68039,48099,15813,59206,44985,14221
11/05/2019,69788,41229,18458,48886,34830,14056
12/05/2019,10729,8056,2119,9578,7611,1967
13/05/2019,22296,17228,4457,20988,16677,4311
14/05/2019,42780,31890,9458,39930,30869,9061
15/05/2019,74307,52256,17567,65520,49440,16080
16/05/2019,77878,53822,18916,67351,50364,16987
17/05/2019,72112,49843,16916,62114,46681,15433
18/05/2019,73143,42823,18467,51753,36976,14777
19/05/2019,69920,40205,18000,49101,34963,14138
20/05/2019,74489,50591,18183,63688,47414,16274
21/05/2019,79254,54673,19382,68863,51443,17420
22/05/2019,82007,56246,20242,71243,52882,18361
23/05/2019,56575,39808,13203,49676,37620,12056
24/05/2019,74857,49791,18102,61131,45518,15613
25/05/2019,59492,33031,15561,38358,27109,11249
26/05/2019,49950,27573,12635,31242,22394,8848
27/05/2019,66595,36980,16987,43119,30767,12352
28/05/2019,59432,42269,14081,53539,40371,13168
29/05/2019,55089,39163,12891,49191,37334,11857
30/05/2019,52481,37590,11879,46738,35741,10997
31/05/2019,83347,55769,20103,68935,51319,17616
01/06/2019,76419,45072,19799,53472,38127,15345
02/06/2019,67298,39953,17946,48356,34184,14172
03/06/2019,77694,53243,18897,66360,49566,16794
04/06/2019,83299,56773,20737,71610,53161,18449
05/06/2019,78805,54708,19506,69283,51579,17704
06/06/2019,81356,55931,19860,70011,52188,17823
07/06/2019,82950,55686,20565,68699,50891,17808
08/06/2019,78096,45281,20375,53256,37710,15546
09/06/2019,73972,42687,19904,51045,35971,15074
10/06/2019,37024,27443,8077,34050,26433,7617
11/06/2019,78052,54073,19155,67949,50641,17308
12/06/2019,85042,58429,21202,73705,54680,19025
13/06/2019,49195,35207,11304,43935,33483,10452
14/06/2019,80613,54752,19648,67987,50630,17357
15/06/2019,73899,43477,19180,50867,36213,14654
16/06/2019,55523,33984,14511,41477,29758,11719
17/06/2019,72530,50095,17433,62715,47100,15615
18/06/2019,36402,26635,7992,32943,25411,7532
19/06/2019,63674,45806,14483,56848,43401,13447
20/06/2019,59926,43004,13875,53475,40727,12748
21/06/2019,65686,45145,15503,55436,41693,13743
22/06/2019,76612,44928,20203,53054,37635,15419
23/06/2019,75546,43884,20113,52237,37011,15226
24/06/2019,80028,54755,19380,68163,50818,17345
25/06/2019,65885,46025,15910,57728,43253,14475
26/06/2019,83301,57332,20269,71608,53291,18317
27/06/2019,81577,55941,19711,69307,51802,17505
28/06/2019,78682,53155,18867,64962,48441,16521
29/06/2019,62714,37993,16435,45586,32487,13099
30/06/2019,63570,37711,16737,44709,31752,12957
01/07/2019,78238,52961,19214,65463,48693,16770
02/07/2019,78158,53534,19147,66801,49750,17051
03/07/2019,74223,49855,18236,62087,45927,16160
04/07/2019,52712,29636,13950,33908,23860,10048
05/07/2019,58723,36108,14488,41898,30840,11058
06/07/2019,50897,29673,13180,34211,24398,9813
07/07/2019,61485,36071,16474,42855,30328,12527
08/07/2019,68030,46814,16415,57943,43391,14552
09/07/2019,83708,57170,20992,72098,53205,18893
10/07/2019,84219,57705,20991,72455,53679,18776
11/07/2019,54495,38387,12959,47892,36086,11806
12/07/2019,81075,55063,19790,67611,50429,17182
13/07/2019,76860,45713,20183,53503,37939,15564
14/07/2019,67911,40596,17724,48080,34376,13704
15/07/2019,81053,54882,20301,68708,50847,17861
16/07/2019,84569,57803,21157,72623,53748,18875
17/07/2019,69169,48121,16990,60588,45177,15411
18/07/2019,61067,43357,14274,53816,40711,13105
19/07/2019,75054,50707,18317,62330,46334,15996
20/07/2019,50576,31260,12874,37233,26807,10426
21/07/2019,48198,30187,12389,36263,26278,9985
22/07/2019,52376,36800,12365,45607,34433,11174
23/07/2019,66278,46861,15604,58293,44052,14241
24/07/2019,87644,59589,21969,74867,55347,19520
25/07/2019,86449,58766,21301,73400,54472,18928
26/07/2019,82881,55532,20232,68183,50663,17520
27/07/2019,72256,42306,19192,49829,35279,14550
28/07/2019,67672,40209,18263,47661,33858,13803
29/07/2019,78766,53733,19502,67071,49801,17270
30/07/2019,80742,55473,19994,69571,51667,17904
31/07/2019,65580,46235,15461,57663,43430,14233
01/08/2019,87706,60806,21350,75514,56513,19001
02/08/2019,82260,55561,20170,68314,50799,17515
03/08/2019,77285,44500,20871,52003,36420,15583
04/08/2019,66868,39644,17700,46355,33018,13337
05/08/2019,82393,55448,20241,68428,50970,17458
06/08/2019,82515,56373,20494,70310,52154,18156
07/08/2019,52193,37021,12078,45505,34621,10884
08/08/2019,79609,54813,19115,67545,50743,16802
09/08/2019,80280,54040,19509,66040,49211,16829
10/08/2019,82793,46386,22668,53661,37493,16168
11/08/2019,73365,42706,19438,49586,35261,14325
12/08/2019,81371,54453,20232,67449,49927,17522
13/08/2019,75004,51952,18118,64702,48386,16316
14/08/2019,75603,52354,18240,65007,48740,16267
15/08/2019,84883,57828,20710,71507,53189,18318
16/08/2019,81541,54305,19838,66366,49258,17108
17/08/2019,78121,44138,21283,51106,35656,15450
18/08/2019,56347,33490,14893,39936,28337,11599
19/08/2019,73963,50540,18049,62631,46664,15967
20/08/2019,82301,55861,20774,69919,51547,18372
21/08/2019,73026,50360,17653,62636,46755,15881
22/08/2019,73740,50413,17899,63101,47041,16060
23/08/2019,63765,43153,15252,52684,39373,13311
24/08/2019,74220,43309,19914,50486,35811,14675
25/08/2019,71900,42030,19420,48998,34589,14409
26/08/2019,79027,53298,19666,66165,48931,17234
27/08/2019,82744,56457,20428,70659,52392,18267
28/08/2019,65082,45781,15590,57332,42994,14338
29/08/2019,83267,56490,20678,69930,51830,18100
30/08/2019,76815,50450,19267,61271,44997,16274
31/08/2019,64237,36312,16893,41207,28981,12226
01/09/2019,62667,34265,16550,38166,26736,11430
02/09/2019,37792,24140,9502,28682,20975,7707
03/09/2019,83716,57005,20884,71470,53020,18450
04/09/2019,84833,58718,21023,74206,55138,19068
05/09/2019,89656,61966,21868,77438,57685,19753
06/09/2019,55227,39526,12688,48912,37141,11771
07/09/2019,78220,46512,21265,55912,39332,16580
08/09/2019,72515,43509,19945,52587,37122,15465
09/09/2019,84809,58011,21270,72970,53902,19068
10/09/2019,87584,60095,21814,76038,56244,19794
11/09/2019,90448,61895,22914,78179,57624,20555
12/09/2019,70159,49601,16837,62067,46640,15427
13/09/2019,87636,60513,21214,73993,55422,18571
14/09/2019,75457,45664,20432,54722,38662,16060
15/09/2019,78968,46782,21549,56099,39533,16566
16/09/2019,82106,56355,20221,70232,52152,18080
17/09/2019,93117,63907,23648,80516,59284,21232
18/09/2019,90306,62364,22632,78289,57921,20368
19/09/2019,89655,61578,22351,77479,57271,20208
20/09/2019,90534,61127,22739,75519,55698,19821
21/09/2019,98755,58414,30015,57819,40639,17180
22/09/2019,76422,45280,21054,53244,37487,15757
23/09/2019,85489,58720,21448,73355,54289,19066
24/09/2019,93044,64033,23542,80516,59307,21209
25/09/2019,94015,64458,24020,81435,59854,21581
26/09/2019,84593,59103,20674,73450,54751,18699
27/09/2019,93268,63215,22894,77218,57395,19823
28/09/2019,81603,48720,22132,57020,40337,16683
29/09/2019,75753,44397,20840,52517,36763,15754
30/09/2019,76553,52183,18894,64946,48199,16747
01/10/2019,87033,59673,21894,75061,55466,19595
02/10/2019,79821,55255,19734,69536,51684,17852
03/10/2019,39067,28944,8431,35567,27592,7975
04/10/2019,83360,57425,20505,71087,52878,18209
05/10/2019,69131,41997,18578,50647,35866,14781
06/10/2019,60532,37283,16101,45289,32297,12992
07/10/2019,77323,53593,19054,67488,50182,17306
08/10/2019,80569,56581,19592,71291,53249,18042
09/10/2019,50407,36975,11586,46277,35317,10960
10/10/2019,84856,59317,20440,74340,55627,18713
11/10/2019,79369,55226,18938,68185,51130,17055
12/10/2019,70751,42613,18393,49424,35440,13984
13/10/2019,67616,39640,17650,46097,33072,13025
14/10/2019,77630,51055,19319,62245,46001,16244
15/10/2019,83345,57663,20605,72525,53916,18609
16/10/2019,44056,31466,10548,39729,29853,9876
17/10/2019,67322,48838,15176,60250,46101,14149
18/10/2019,73589,51677,17208,63520,47971,15549
19/10/2019,66879,40875,17810,48723,34691,14032
20/10/2019,28551,18918,7073,22836,16798,6038
21/10/2019,78441,53915,19231,67567,50342,17225
22/10/2019,54806,39272,13100,49860,37499,12361
23/10/2019,80480,56230,19651,70835,52854,17981
24/10/2019,83431,57722,20247,72112,53881,18231
25/10/2019,81152,55967,19523,69123,51688,17435
26/10/2019,68073,41628,18328,49733,35274,14459
27/10/2019,26758,18622,6187,22397,16905,5492
28/10/2019,76742,53167,18690,67072,49934,17138
29/10/2019,53188,38714,12252,48602,37012,11590
30/10/2019,68639,49416,16040,61913,46940,14973
31/10/2019,49656,36267,11015,44837,34406,10431
01/11/2019,70641,49343,16455,60663,45782,14881
02/11/2019,58579,36768,15267,44143,31783,12360
03/11/2019,52253,33389,13658,40547,29304,11243
04/11/2019,70117,49158,16835,61521,46133,15388
05/11/2019,73768,52489,17588,65992,49653,16339
06/11/2019,72714,51436,17537,65150,48885,16265
07/11/2019,56782,40648,13316,51088,38655,12433
08/11/2019,50295,36454,11588,45748,34867,10881
09/11/2019,37993,25381,9641,31754,23179,8575
10/11/2019,42121,27409,11060,34133,24688,9445
11/11/2019,64883,45295,15707,57003,42752,14251
12/11/2019,39188,29311,8523,36539,28348,8191
13/11/2019,43945,32558,9849,41161,31645,9516
14/11/2019,54642,40011,12479,50371,38443,11928
15/11/2019,59521,42793,13745,53308,40470,12838
16/11/2019,36896,24829,9248,31041,22766,8275
17/11/2019,32100,22000,8005,27777,20554,7223
18/11/2019,35621,26540,7948,33363,25726,7637
19/11/2019,57419,42202,13197,53313,40681,12632
20/11/2019,57625,42293,13220,53419,40753,12666
21/11/2019,62696,45547,14417,57005,43452,13553
22/11/2019,51063,37445,11495,46717,35811,10906
23/11/2019,40088,26911,10133,33336,24391,8945
24/11/2019,18146,13424,3983,16504,12752,3752
25/11/2019,58709,42603,13565,53586,40729,12857
26/11/2019,63638,45639,14854,57151,43252,13899
27/11/2019,51356,36516,12017,45569,34420,11149
28/11/2019,16173,10572,3860,12907,9490,3417
29/11/2019,23219,16021,5438,19715,14840,4875
30/11/2019,26517,17520,6560,21680,15949,5731
01/12/2019,10759,7830,2421,9714,7402,2312
02/12/2019,18018,13987,3498,17088,13663,3425
03/12/2019,39230,29656,8388,37088,28911,8177
04/12/2019,47384,35418,10501,44512,34329,10183
05/12/2019,49027,36506,10919,46052,35498,10554
06/12/2019,51607,38120,11560,47612,36588,11024
07/12/2019,34510,23945,8442,29982,22229,7753
