date,original_tripc,original_male,original_female,filtered_tripc,filtered_male,filtered_female
19/09/2021,116461,,,,,
20/09/2021,109092,,,,,
21/09/2021,113237,,,,,
22/09/2021,113373,,,,,
23/09/2021,86729,,,,,
24/09/2021,115890,,,,,
25/09/2021,125178,,,,,
26/09/2021,113543,,,,,
27/09/2021,106803,,,,,
28/09/2021,96552,,,,,
29/09/2021,111532,,,,,
30/09/2021,112577,,,,,
01/10/2021,115828,,,,,
02/10/2021,120155,,,,,
03/10/2021,108304,,,,,
04/10/2021,73613,,,,,
05/10/2021,103932,,,,,
06/10/2021,110685,,,,,
07/10/2021,115335,,,,,
08/10/2021,115808,,,,,
09/10/2021,108091,,,,,
10/10/2021,69386,,,,,
11/10/2021,97257,,,,,
12/10/2021,108314,,,,,
13/10/2021,109850,,,,,
14/10/2021,116278,,,,,
15/10/2021,118471,,,,,
16/10/2021,99245,,,,,
17/10/2021,90860,,,,,
18/10/2021,87314,,,,,
19/10/2021,100118,,,,,
20/10/2021,112026,,,,,
21/10/2021,113734,,,,,
22/10/2021,111573,,,,,
23/10/2021,91369,,,,,
24/10/2021,85039,,,,,
25/10/2021,92446,,,,,
26/10/2021,48015,,,,,
27/10/2021,97986,,,,,
28/10/2021,100689,,,,,
29/10/2021,82622,,,,,
30/10/2021,79170,,,,,
31/10/2021,85726,,,,,
